,CdStationMesureEauxSurface,LbStationMesureEauxSurface,CdSupport,LbSupport,CdFractionAnalysee,LbFractionAnalysee,CdPrelevement,DatePrel,HeurePrel,DateAna,HeureAna,CdParametre,LbLongParamètre,RsAna,CdUniteMesure,SymUniteMesure
570,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229092958-PC-617976,2025-03-06,11:50:00,2025-03-06,11:50:00,1301,Température de l'Eau,7.7,27,°C
571,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093023-PC-617982,2025-05-05,11:20:00,2025-05-05,11:20:00,1301,Température de l'Eau,13.2,27,°C
572,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093027-PC-617983,2025-06-17,09:00:00,2025-06-17,09:00:00,1301,Température de l'Eau,17.7,27,°C
573,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093030-PC-617984,2025-07-01,07:30:00,2025-07-01,07:30:00,1301,Température de l'Eau,21.8,27,°C
574,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093052-PC-617990,2025-07-07,12:00:00,2025-07-07,12:00:00,1301,Température de l'Eau,17.9,27,°C
575,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093056-PC-617991,2025-07-22,09:10:00,2025-07-22,09:10:00,1301,Température de l'Eau,18.7,27,°C
576,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093058-PC-617992,2025-08-04,09:00:00,2025-08-04,09:00:00,1301,Température de l'Eau,19,27,°C
577,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093101-PC-617993,2025-08-19,09:00:00,2025-08-19,09:00:00,1301,Température de l'Eau,18.2,27,°C
578,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093124-PC-617999,2025-09-01,11:30:00,2025-09-01,11:30:00,1301,Température de l'Eau,17.1,27,°C
579,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093129-PC-618000,2025-09-09,09:30:00,2025-09-09,09:30:00,1301,Température de l'Eau,16.4,27,°C
580,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229093153-PC-618006,2025-11-03,11:15:00,2025-11-03,11:15:00,1301,Température de l'Eau,11.2,27,°C
581,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230516132820-PC-544707,2023-07-03,09:12:00,2023-07-03,09:12:00,1301,Température de l'Eau,22.6,27,°C
582,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230516132842-PC-544708,2023-07-20,10:43:00,2023-07-20,10:43:00,1301,Température de l'Eau,23,27,°C
583,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230612103638-PC-546715,2023-08-22,14:10:00,2023-08-22,14:10:00,1301,Température de l'Eau,23.5,27,°C
584,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230621101359-PC-548502,2023-08-01,08:39:00,2023-08-01,08:39:00,1301,Température de l'Eau,20.7,27,°C
585,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230621101417-PC-548503,2023-08-25,09:23:00,2023-08-25,09:23:00,1301,Température de l'Eau,23.8,27,°C
586,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230727105254-PC-551305,2023-09-01,08:54:00,2023-09-01,08:54:00,1301,Température de l'Eau,20.8,27,°C
587,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230727105324-PC-551306,2023-09-18,11:42:00,2023-09-18,11:42:00,1301,Température de l'Eau,21.8,27,°C
588,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230731171048-PC-552614,2023-10-02,09:05:00,2023-10-02,09:05:00,1301,Température de l'Eau,18.8,27,°C
589,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230731171108-PC-552615,2023-10-13,11:14:00,2023-10-13,11:14:00,1301,Température de l'Eau,17.6,27,°C
590,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230811124128-PC-553460,2023-10-03,14:43:00,2023-10-03,14:43:00,1301,Température de l'Eau,19.1,27,°C
591,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20230811124130-PC-553461,2023-10-24,12:42:00,2023-10-24,12:42:00,1301,Température de l'Eau,14.8,27,°C
592,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20231006123242-PC-554978,2023-11-02,08:49:00,2023-11-02,08:49:00,1301,Température de l'Eau,12.7,27,°C
593,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20231006123301-PC-554979,2023-11-14,08:59:00,2023-11-14,08:59:00,1301,Température de l'Eau,10.7,27,°C
594,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20231017114620-PC-556788,2023-12-01,08:53:00,2023-12-01,08:53:00,1301,Température de l'Eau,6.9,27,°C
595,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20231017114637-PC-556789,2023-12-13,10:42:00,2023-12-13,10:42:00,1301,Température de l'Eau,8.3,27,°C
596,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20231213113234-PC-559849,2024-01-03,08:42:00,2024-01-03,08:42:00,1301,Température de l'Eau,8.8,27,°C
597,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20231213113242-PC-559850,2024-01-23,09:12:00,2024-01-23,09:12:00,1301,Température de l'Eau,5.4,27,°C
598,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240114170851-PC-562124,2024-02-09,08:52:00,2024-02-09,08:52:00,1301,Température de l'Eau,9.4,27,°C
599,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240114170859-PC-562125,2024-02-22,10:26:00,2024-02-22,10:26:00,1301,Température de l'Eau,10,27,°C
600,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240220104330-PC-565293,2024-03-04,09:15:00,2024-03-04,09:15:00,1301,Température de l'Eau,8.2,27,°C
601,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240220104340-PC-565294,2024-03-20,08:51:00,2024-03-20,08:51:00,1301,Température de l'Eau,11.8,27,°C
602,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240318180906-PC-566933,2024-04-02,09:05:00,2024-04-02,09:05:00,1301,Température de l'Eau,10.9,27,°C
603,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240318180917-PC-566934,2024-04-18,08:32:00,2024-04-18,08:32:00,1301,Température de l'Eau,13.2,27,°C
604,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240321164538-PC-568604,2024-05-22,10:29:00,2024-05-22,10:29:00,1301,Température de l'Eau,16.8,27,°C
605,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240404104542-PC-570354,2024-06-03,09:02:00,2024-06-03,09:02:00,1301,Température de l'Eau,15.2,27,°C
606,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240404104556-PC-570355,2024-06-20,09:39:00,2024-06-20,09:39:00,1301,Température de l'Eau,18.1,27,°C
607,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240529115300-PC-572991,2024-08-27,15:30:00,2024-08-27,15:30:00,1301,Température de l'Eau,21,27,°C
608,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240605165525-PC-574066,2024-07-01,08:31:00,2024-07-01,08:31:00,1301,Température de l'Eau,21.1,27,°C
609,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240605165540-PC-574067,2024-07-18,08:39:00,2024-07-18,08:39:00,1301,Température de l'Eau,19.9,27,°C
610,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240607131310-PC-575504,2024-08-07,15:45:00,2024-08-07,15:45:00,1301,Température de l'Eau,23.5,27,°C
611,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240607131327-PC-575505,2024-08-19,10:08:00,2024-08-19,10:08:00,1301,Température de l'Eau,21.1,27,°C
612,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240710152551-PC-577880,2024-09-03,08:48:00,2024-09-03,08:48:00,1301,Température de l'Eau,19.9,27,°C
613,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240710152606-PC-577881,2024-09-20,11:28:00,2024-09-20,11:28:00,1301,Température de l'Eau,17.4,27,°C
614,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240808100748-PC-580006,2024-10-01,09:36:00,2024-10-01,09:36:00,1301,Température de l'Eau,14.8,27,°C
615,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20240808100805-PC-580007,2024-10-21,09:49:00,2024-10-21,09:49:00,1301,Température de l'Eau,14.9,27,°C
616,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20241017163419-PC-582908,2024-11-06,09:04:00,2024-11-06,09:04:00,1301,Température de l'Eau,12.6,27,°C
617,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20241017163433-PC-582909,2024-11-25,12:33:00,2024-11-25,12:33:00,1301,Température de l'Eau,8.6,27,°C
618,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20241018150946-PC-583716,2024-12-02,09:47:00,2024-12-02,09:47:00,1301,Température de l'Eau,8.5,27,°C
619,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20241018151001-PC-583717,2024-12-13,11:43:00,2024-12-13,11:43:00,1301,Température de l'Eau,7.4,27,°C
620,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20241209135306-PC-586821,2025-01-06,09:13:00,2025-01-06,09:13:00,1301,Température de l'Eau,5.9,27,°C
621,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20241209135325-PC-586822,2025-01-21,11:04:00,2025-01-21,11:04:00,1301,Température de l'Eau,4.3,27,°C
622,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250113160946-PC-588178,2025-02-03,09:04:00,2025-02-03,09:04:00,1301,Température de l'Eau,6.3,27,°C
623,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250113161009-PC-588179,2025-02-25,11:52:00,2025-02-25,11:52:00,1301,Température de l'Eau,8.5,27,°C
624,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250130140842-PC-589323,2025-03-04,09:13:00,2025-03-04,09:13:00,1301,Température de l'Eau,7.8,27,°C
625,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250130140903-PC-589324,2025-03-18,12:00:00,2025-03-18,12:00:00,1301,Température de l'Eau,8.8,27,°C
626,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250130161843-PC-589542,2025-03-04,11:41:00,2025-03-04,11:41:00,1301,Température de l'Eau,8.2,27,°C
627,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250130161844-PC-589543,2025-03-25,12:59:00,2025-03-25,12:59:00,1301,Température de l'Eau,11.3,27,°C
628,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250131094101-PC-589878,2025-05-20,15:03:00,2025-05-20,15:03:00,1301,Température de l'Eau,19,27,°C
629,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250131094103-PC-589879,2025-06-12,09:57:00,2025-06-12,09:57:00,1301,Température de l'Eau,17.3,27,°C
630,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250131152314-PC-590358,2025-10-07,11:56:00,2025-10-07,11:56:00,1301,Température de l'Eau,13.8,27,°C
631,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250131152315-PC-590359,2025-10-28,10:29:00,2025-10-28,10:29:00,1301,Température de l'Eau,13.2,27,°C
632,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250307183113-PC-591514,2025-04-01,09:11:00,2025-04-01,09:11:00,1301,Température de l'Eau,11.7,27,°C
633,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250307183123-PC-591515,2025-04-16,08:33:00,2025-04-16,08:33:00,1301,Température de l'Eau,14.3,27,°C
634,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250415150420-PC-593942,2025-05-02,08:41:00,2025-05-02,08:41:00,1301,Température de l'Eau,17.7,27,°C
635,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250415150431-PC-593943,2025-05-16,11:37:00,2025-05-16,11:37:00,1301,Température de l'Eau,18.1,27,°C
636,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250507174719-PC-596545,2025-06-04,09:44:00,2025-06-04,09:44:00,1301,Température de l'Eau,15.6,27,°C
637,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250507174728-PC-596546,2025-06-18,09:43:00,2025-06-18,09:43:00,1301,Température de l'Eau,19.2,27,°C
638,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250514144113-PC-597235,2025-07-01,09:42:00,2025-07-01,09:42:00,1301,Température de l'Eau,25.8,27,°C
639,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250514144123-PC-597236,2025-07-11,08:38:00,2025-07-11,08:38:00,1301,Température de l'Eau,22.7,27,°C
640,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250519115240-PC-598310,2025-08-01,09:30:00,2025-08-01,09:30:00,1301,Température de l'Eau,21.4,27,°C
641,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250519115250-PC-598311,2025-08-20,11:15:00,2025-08-20,11:15:00,1301,Température de l'Eau,23.1,27,°C
642,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250530121554-PC-599655,2025-07-23,16:00:00,2025-07-23,16:00:00,1301,Température de l'Eau,22.7,27,°C
643,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250717140353-PC-602701,2025-09-02,08:55:00,2025-09-02,08:55:00,1301,Température de l'Eau,20.1,27,°C
644,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250717140404-PC-602702,2025-09-16,12:26:00,2025-09-16,12:26:00,1301,Température de l'Eau,18.5,27,°C
645,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250805122807-PC-604830,2025-10-06,09:18:00,2025-10-06,09:18:00,1301,Température de l'Eau,13.9,27,°C
646,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250805122817-PC-604831,2025-10-22,08:51:00,2025-10-22,08:51:00,1301,Température de l'Eau,13.6,27,°C
647,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250917115645-PC-608057,2025-11-03,09:19:00,2025-11-03,09:19:00,1301,Température de l'Eau,11.4,27,°C
648,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20250917115654-PC-608058,2025-11-14,12:11:00,2025-11-14,12:11:00,1301,Température de l'Eau,11.2,27,°C
649,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20251010121015-PC-609713,2025-12-01,09:22:00,2025-12-01,09:22:00,1301,Température de l'Eau,6.7,27,°C
650,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20251010121025-PC-609714,2025-12-15,09:43:00,2025-12-15,09:43:00,1301,Température de l'Eau,10,27,°C
651,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20251127140427-PC-617012,2026-01-05,09:16:00,2026-01-05,09:16:00,1301,Température de l'Eau,3.6,27,°C
652,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20251127140436-PC-617013,2026-01-21,11:39:00,2026-01-21,11:39:00,1301,Température de l'Eau,7.3,27,°C
653,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20260113223437-PC-619705,2026-02-02,10:08:00,2026-02-02,10:08:00,1301,Température de l'Eau,6.8,27,°C
654,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20260113223449-PC-619706,2026-02-18,09:12:00,2026-02-18,09:12:00,1301,Température de l'Eau,7.3,27,°C
655,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20260206095506-PC-621553,2026-03-02,09:00:00,2026-03-02,09:00:00,1301,Température de l'Eau,10.7,27,°C
656,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20260206095518-PC-621554,2026-03-13,11:19:00,2026-03-13,11:19:00,1301,Température de l'Eau,11.1,27,°C
657,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20260306145236-PC-624028,2026-04-01,08:57:00,2026-04-01,08:57:00,1301,Température de l'Eau,10.8,27,°C
658,03112480,LA MARNE A CHARENTON-LE-PONT 2,3,Eau,23,Eau brute,20260306145330-PC-624029,2026-04-14,09:07:00,2026-04-14,09:07:00,1301,Température de l'Eau,13,27,°C
