CD_NOM;CD_REF;CD_SUP;CD_TYPE_STATUT;LB_TYPE_STATUT;REGROUPEMENT_TYPE;CODE_STATUT;LABEL_STATUT;RQ_STATUT;CD_SIG;CD_DOC;LB_NOM;LB_AUTEUR;NOM_COMPLET_HTML;NOM_VALIDE_HTML;REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;GROUP1_INPN;GROUP2_INPN;LB_ADM_TR;NIVEAU_ADMIN;CD_ISO3166_1;CD_ISO3166_2;FULL_CITATION;DOC_URL;THEMATIQUE;TYPE_VALUE
627578;627578;195232;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Déterminant Massif Central;INSEED82;384182;nitella mucronata;(A.Braun) Miq., 1840;<i>Nitella mucronata</i> (A.Braun) Miq., 1840;<i>Nitella mucronata</i> (A.Braun) Miq., 1840;Plantae;Charophyta;Charophyceae;Charales;Characeae;Algues;Chlorophytes et Charophytes;Tarn-et-Garonne;Département;;FR-82;Anonyme. 2021. <em>Liste des espèces déterminantes ZNIEFF de la région Occitanie</em>. Fichier zip.;;STATUTS;VALUE
85798;85798;189851;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Continentale - Plaine rhodanienne : Non déterminante;Alpine : Non déterminante;Méditerranéenne : Non déterminante";INSEED01;319830;berula erecta;(Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;Plantae;;Equisetopsida;Apiales;Apiaceae;Trachéophytes;Angiospermes;Ain;Département;;FR-01;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
109732;109732;195292;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Non déterminante;Alpine : Déterminante;Méditerranéenne : Non déterminante";INSEED43;319830;nuphar lutea;(L.) Sm., 1809;<i>Nuphar lutea</i> (L.) Sm., 1809;<i>Nuphar lutea</i> (L.) Sm., 1809;Plantae;;Equisetopsida;Nymphaeales;Nymphaeaceae;Trachéophytes;Angiospermes;Haute-Loire;Département;;FR-43;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
85798;85798;189851;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED33;394554;berula erecta;(Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;Plantae;;Equisetopsida;Apiales;Apiaceae;Trachéophytes;Angiospermes;Gironde;Département;;FR-33;"Abadie, J.-C., Nawrot, O., Vial, T., Caze, G. &amp; Hamdi, E. 2019. <em>Liste des espèces déterminantes ZNIEFF de la flore vasculaire de Nouvelle-Aquitaine</em>. CBN Sud-Atlantique, CBN du Massif central, CBN des Pyrénées et de Midi-Pyrénées. 108 pp. + annexes.";;STATUTS;VALUE
85798;85798;189851;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED87;394554;berula erecta;(Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;Plantae;;Equisetopsida;Apiales;Apiaceae;Trachéophytes;Angiospermes;Haute-Vienne;Département;;FR-87;"Abadie, J.-C., Nawrot, O., Vial, T., Caze, G. &amp; Hamdi, E. 2019. <em>Liste des espèces déterminantes ZNIEFF de la flore vasculaire de Nouvelle-Aquitaine</em>. CBN Sud-Atlantique, CBN du Massif central, CBN des Pyrénées et de Midi-Pyrénées. 108 pp. + annexes.";;STATUTS;VALUE
67420;67420;197167;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED36;226349;rhodeus amarus;(Bloch, 1782);<i>Rhodeus amarus</i> (Bloch, 1782);<i>Rhodeus amarus</i> (Bloch, 1782);Animalia;Chordata;Actinopterygii;Cypriniformes;Acheilognathidae;Chordés;Poissons;Indre;Département;;FR-36;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
67506;67506;190975;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER21;74623;cobitis taenia;Linnaeus, 1758;<i>Cobitis taenia</i> Linnaeus, 1758;<i>Cobitis taenia</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Cypriniformes;Cobitidae;Chordés;Poissons;Champagne-Ardenne;Ancienne région;;FR-G;Anonyme. 2013. Liste des espèces déterminantes ZNIEFF de Champagne-Ardennes. fichier excel.;;STATUTS;VALUE
81263;81263;188962;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED25;435347;alisma lanceolatum;With., 1796;<i>Alisma lanceolatum</i> With., 1796;<i>Alisma lanceolatum</i> With., 1796;Plantae;;Equisetopsida;Alismatales;Alismataceae;Trachéophytes;Angiospermes;Doubs;Département;;FR-25;"Bailly, G. (coord.), Bardet, O., Ferrez, Y., André, M., Berrod, L., Hennequin, C., Piguet, A. &amp; Vergon-Trivaudey, M.-J. 2021. <em>Liste des espèces vasculaires déterminantes ZNIEFF pour la région Bourgogne-Franche-Comté. Note de restitution.</em> Conservatoire botanique national de Franche-Comté - Observatoire régional des Invertébrés et Conservatoire Botanique du Bassin Parisien. 8 pp.";;STATUTS;VALUE
81263;81263;188962;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER22;125722;alisma lanceolatum;With., 1796;<i>Alisma lanceolatum</i> With., 1796;<i>Alisma lanceolatum</i> With., 1796;Plantae;;Equisetopsida;Alismatales;Alismataceae;Trachéophytes;Angiospermes;Picardie;Ancienne région;;FR-S;"Bertrand, A., Durand, C., Brustel, H., Thomas, J. &amp; Flipo, S. 2004. <em>Annexe 1 bis : Listes préliminaires d’espèces et cortèges de faune déterminants - Modernisation des Znieff en Midi-Pyrénées. DIRENmp / CBP-CBNmp / CREN MP</em>. 117 pp.";;STATUTS;VALUE
128504;128504;198853;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER93;146732;vallisneria spiralis;L., 1753;<i>Vallisneria spiralis</i> L., 1753;<i>Vallisneria spiralis</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Hydrocharitaceae;Trachéophytes;Angiospermes;Provence-Alpes-Côte-d'Azur;Région;;FR-U;Anonyme. 2015. <em>Liste des espèces terrestres déterminantes ZNIEFF de Provence-Alpes-Côte-d'Azur</em>. fichier excel.;;STATUTS;VALUE
434079;434079;195339;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED82;384182;fissidens fontanus;(Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;Plantae;;Equisetopsida;Dicranales;Fissidentaceae;Bryophytes;Mousses;Tarn-et-Garonne;Département;;FR-82;Anonyme. 2021. <em>Liste des espèces déterminantes ZNIEFF de la région Occitanie</em>. Fichier zip.;;STATUTS;VALUE
117027;117027;197047;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER26;179750;ranunculus fluitans;Lam., 1779;<i>Ranunculus fluitans</i> Lam., 1779;<i>Ranunculus fluitans</i> Lam., 1779;Plantae;;Equisetopsida;Ranunculales;Ranunculaceae;Trachéophytes;Angiospermes;Bourgogne;Ancienne région;;FR-D;Société d'histoire naturelle d'Autun. 2015. <em>Liste des espèces déterminantes ZNIEFF de Bourgogne. </em>Fichier Excel.;;STATUTS;VALUE
68336;68336;194285;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER41;147368;lota lota;(Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Gadiformes;Lotidae;Chordés;Poissons;Lorraine;Ancienne région;;FR-M;Anonyme. 2013. <em>Liste des espèces patrimoniales de Lorraine. Déterminance ZNIEFF. Correspondances entre Corine Biotope et code Directive Habitats Faune Flore</em>. fichier excel.;;STATUTS;VALUE
121556;121556;197468;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Déterminante;Alpine : Non déterminante;Méditerranéenne : Déterminante";INSEED73;319830;schoenoplectus triqueter;(L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;Plantae;;Equisetopsida;Poales;Cyperaceae;Trachéophytes;Angiospermes;Savoie;Département;;FR-73;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
90208;90208;190503;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Non déterminante;Alpine : Déterminante;Méditerranéenne : Non déterminante";INSEED01;319830;ceratophyllum demersum;L., 1753;<i>Ceratophyllum demersum</i> L., 1753;<i>Ceratophyllum demersum</i> L., 1753;Plantae;;Equisetopsida;Ceratophyllales;Ceratophyllaceae;Trachéophytes;Angiospermes;Ain;Département;;FR-01;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
104155;104155;193689;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED40;394554;juncus compressus;Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;Plantae;;Equisetopsida;Poales;Juncaceae;Trachéophytes;Angiospermes;Landes;Département;;FR-40;"Abadie, J.-C., Nawrot, O., Vial, T., Caze, G. &amp; Hamdi, E. 2019. <em>Liste des espèces déterminantes ZNIEFF de la flore vasculaire de Nouvelle-Aquitaine</em>. CBN Sud-Atlantique, CBN du Massif central, CBN des Pyrénées et de Midi-Pyrénées. 108 pp. + annexes.";;STATUTS;VALUE
104155;104155;193689;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED47;394554;juncus compressus;Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;Plantae;;Equisetopsida;Poales;Juncaceae;Trachéophytes;Angiospermes;Lot-et-Garonne;Département;;FR-47;"Abadie, J.-C., Nawrot, O., Vial, T., Caze, G. &amp; Hamdi, E. 2019. <em>Liste des espèces déterminantes ZNIEFF de la flore vasculaire de Nouvelle-Aquitaine</em>. CBN Sud-Atlantique, CBN du Massif central, CBN des Pyrénées et de Midi-Pyrénées. 108 pp. + annexes.";;STATUTS;VALUE
67506;67506;190975;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Continentale - Massif central : Déterminante;INSEED03;319830;cobitis taenia;Linnaeus, 1758;<i>Cobitis taenia</i> Linnaeus, 1758;<i>Cobitis taenia</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Cypriniformes;Cobitidae;Chordés;Poissons;Allier;Département;;FR-03;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
5825;5825;190026;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED37;226349;brachythecium rivulare;Schimp., 1853;<i>Brachythecium rivulare</i> Schimp., 1853;<i>Brachythecium rivulare</i> Schimp., 1853;Plantae;;Equisetopsida;Hypnales;Brachytheciaceae;Bryophytes;Mousses;Indre-et-Loire;Département;;FR-37;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
69182;69182;191213;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Espèce déterminante uniquement si présente avec au moins deux autres espèces du groupe A;INSEER23;75181;cottus gobio;Linnaeus, 1758;<i>Cottus gobio</i> Linnaeus, 1758;<i>Cottus gobio</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Chordés;Poissons;Haute-Normandie;Ancienne région;;FR-Q;Anonyme. 2003.<i> Liste d’espèces dulçaquicoles déterminantes de ZNIEFF en Haute-Normandie</i>. CSRPN  Haute-Normandie. 5 pp.;;STATUTS;VALUE
69182;69182;191213;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Continentale - Plaine rhodanienne : Déterminante (pour les populations remarquables)";INSEED07;319830;cottus gobio;Linnaeus, 1758;<i>Cottus gobio</i> Linnaeus, 1758;<i>Cottus gobio</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Chordés;Poissons;Ardèche;Département;;FR-07;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
4404;434079;;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED45;226349;octodiceras fontanum;(Bach.Pyl.) Lindb., 1863;<i>Octodiceras fontanum</i> (Bach.Pyl.) Lindb., 1863;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;Plantae;;Equisetopsida;Dicranales;Fissidentaceae;Bryophytes;Mousses;Loiret;Département;;FR-45;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
115296;115296;196613;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED95;216209;potamogeton perfoliatus;L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Val-d'Oise;Département;;FR-95;Anonyme. 2018. <em>Liste des espèces déterminantes ZNIEFF d'Ile de France</em>. Fichier Excel.;;STATUTS;VALUE
434079;434079;195339;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Continentale – Plaine rhodanienne,Méditerranéenne;INSEED63;403678;fissidens fontanus;(Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;Plantae;;Equisetopsida;Dicranales;Fissidentaceae;Bryophytes;Mousses;Puy-de-Dôme;Département;;FR-63;"Legland, T., Celle, J. &amp; Pache, G. 2020 . <em>Etablissement des listes de bryophytes déterminantes des ZNIEFF de la région Auvergne-Rhône-Alpes. Zones biogéographiques alpine et continentale de la plaine rhodanienne</em>. Conservatoire botanique national Alpin, Conservatoire botanique national du Massif central. Direction Régionale de l’Environnement, de l’Aménagement et du Logement Auvergne-Rhône-Alpes. 13 pp. + annexes.";;STATUTS;VALUE
5390;5390;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;En cours d'eau, sinon 2;INSEER41;147368;cinclidotus riparius;(Host ex Brid.) Arn., 1827;<i>Cinclidotus riparius</i> (Host ex Brid.) Arn., 1827;<i>Cinclidotus riparius</i> (Host ex Brid.) Arn., 1827;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Lorraine;Ancienne région;;FR-M;Anonyme. 2013. <em>Liste des espèces patrimoniales de Lorraine. Déterminance ZNIEFF. Correspondances entre Corine Biotope et code Directive Habitats Faune Flore</em>. fichier excel.;;STATUTS;VALUE
67778;67772;;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED37;226349;salmo trutta fario;Linnaeus, 1758;<i>Salmo trutta fario</i> Linnaeus, 1758;<i>Salmo trutta</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Chordés;Poissons;Indre-et-Loire;Département;;FR-37;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
66832;66832;970642;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER41;147368;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Lorraine;Ancienne région;;FR-M;Anonyme. 2013. <em>Liste des espèces patrimoniales de Lorraine. Déterminance ZNIEFF. Correspondances entre Corine Biotope et code Directive Habitats Faune Flore</em>. fichier excel.;;STATUTS;VALUE
74355;74355;195233;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED53;265249;nitellopsis obtusa;(Desv.) J.Groves, 1919;<i>Nitellopsis obtusa</i> (Desv.) J.Groves, 1919;<i>Nitellopsis obtusa</i> (Desv.) J.Groves, 1919;Plantae;Charophyta;Charophyceae;Charales;Characeae;Algues;Chlorophytes et Charophytes;Mayenne;Département;;FR-53;Anonyme. 2019. <em>Listes des espèces flore déterminantes ZNIEFF continentales des Pays de la Loire</em>. Fichier Excel.;;STATUTS;VALUE
104155;104155;193689;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED24;394554;juncus compressus;Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;Plantae;;Equisetopsida;Poales;Juncaceae;Trachéophytes;Angiospermes;Dordogne;Département;;FR-24;"Abadie, J.-C., Nawrot, O., Vial, T., Caze, G. &amp; Hamdi, E. 2019. <em>Liste des espèces déterminantes ZNIEFF de la flore vasculaire de Nouvelle-Aquitaine</em>. CBN Sud-Atlantique, CBN du Massif central, CBN des Pyrénées et de Midi-Pyrénées. 108 pp. + annexes.";;STATUTS;VALUE
66832;66832;970642;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER52;265229;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Pays-de-la-Loire;Région;;FR-PDL;Anonyme. 2019. <em>Listes des espèces faune déterminantes ZNIEFF continentales des Pays de la Loire</em>. Fichier Excel.;;STATUTS;VALUE
5390;5390;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Méditerranéenne : Déterminante";INSEED42;319830;cinclidotus riparius;(Host ex Brid.) Arn., 1827;<i>Cinclidotus riparius</i> (Host ex Brid.) Arn., 1827;<i>Cinclidotus riparius</i> (Host ex Brid.) Arn., 1827;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Loire;Département;;FR-42;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
121556;121556;197468;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED72;265249;schoenoplectus triqueter;(L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;Plantae;;Equisetopsida;Poales;Cyperaceae;Trachéophytes;Angiospermes;Sarthe;Département;;FR-72;Anonyme. 2019. <em>Listes des espèces flore déterminantes ZNIEFF continentales des Pays de la Loire</em>. Fichier Excel.;;STATUTS;VALUE
74355;74355;195233;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED72;265249;nitellopsis obtusa;(Desv.) J.Groves, 1919;<i>Nitellopsis obtusa</i> (Desv.) J.Groves, 1919;<i>Nitellopsis obtusa</i> (Desv.) J.Groves, 1919;Plantae;Charophyta;Charophyceae;Charales;Characeae;Algues;Chlorophytes et Charophytes;Sarthe;Département;;FR-72;Anonyme. 2019. <em>Listes des espèces flore déterminantes ZNIEFF continentales des Pays de la Loire</em>. Fichier Excel.;;STATUTS;VALUE
5390;5390;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Continentale – Massif central,Méditerranéenne;INSEED26;403678;cinclidotus riparius;(Host ex Brid.) Arn., 1827;<i>Cinclidotus riparius</i> (Host ex Brid.) Arn., 1827;<i>Cinclidotus riparius</i> (Host ex Brid.) Arn., 1827;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Drôme;Département;;FR-26;"Legland, T., Celle, J. &amp; Pache, G. 2020 . <em>Etablissement des listes de bryophytes déterminantes des ZNIEFF de la région Auvergne-Rhône-Alpes. Zones biogéographiques alpine et continentale de la plaine rhodanienne</em>. Conservatoire botanique national Alpin, Conservatoire botanique national du Massif central. Direction Régionale de l’Environnement, de l’Aménagement et du Logement Auvergne-Rhône-Alpes. 13 pp. + annexes.";;STATUTS;VALUE
67104;67104;188934;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER42;147750;alburnoides bipunctatus;(Bloch, 1782);<i>Alburnoides bipunctatus</i> (Bloch, 1782);<i>Alburnoides bipunctatus</i> (Bloch, 1782);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons;Alsace;Ancienne région;;FR-A;Anonyme. 2013. <em>Liste des espèces terrestres déterminantes ZNIEFF d'Alsace</em>. fichier excel.;;STATUTS;VALUE
5437;5437;433841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Alpine,Méditerranéenne;INSEED43;403678;hygroamblystegium fluviatile;(Hedw.) Loeske, 1903;<i>Hygroamblystegium fluviatile</i> (Hedw.) Loeske, 1903;<i>Hygroamblystegium fluviatile</i> (Hedw.) Loeske, 1903;Plantae;;Equisetopsida;Hypnales;Amblystegiaceae;Bryophytes;Mousses;Haute-Loire;Département;;FR-43;"Legland, T., Celle, J. &amp; Pache, G. 2020 . <em>Etablissement des listes de bryophytes déterminantes des ZNIEFF de la région Auvergne-Rhône-Alpes. Zones biogéographiques alpine et continentale de la plaine rhodanienne</em>. Conservatoire botanique national Alpin, Conservatoire botanique national du Massif central. Direction Régionale de l’Environnement, de l’Aménagement et du Logement Auvergne-Rhône-Alpes. 13 pp. + annexes.";;STATUTS;VALUE
121556;121556;197468;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED17;394554;schoenoplectus triqueter;(L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;Plantae;;Equisetopsida;Poales;Cyperaceae;Trachéophytes;Angiospermes;Charente-Maritime;Département;;FR-17;"Abadie, J.-C., Nawrot, O., Vial, T., Caze, G. &amp; Hamdi, E. 2019. <em>Liste des espèces déterminantes ZNIEFF de la flore vasculaire de Nouvelle-Aquitaine</em>. CBN Sud-Atlantique, CBN du Massif central, CBN des Pyrénées et de Midi-Pyrénées. 108 pp. + annexes.";;STATUTS;VALUE
121556;121556;197468;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED47;394554;schoenoplectus triqueter;(L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;Plantae;;Equisetopsida;Poales;Cyperaceae;Trachéophytes;Angiospermes;Lot-et-Garonne;Département;;FR-47;"Abadie, J.-C., Nawrot, O., Vial, T., Caze, G. &amp; Hamdi, E. 2019. <em>Liste des espèces déterminantes ZNIEFF de la flore vasculaire de Nouvelle-Aquitaine</em>. CBN Sud-Atlantique, CBN du Massif central, CBN des Pyrénées et de Midi-Pyrénées. 108 pp. + annexes.";;STATUTS;VALUE
66832;66832;970642;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED14;291130;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Calvados;Département;;FR-14;Anonyme. 2019. Liste des espèces marines déterminantes ZNIEFF de Normandie. fichier excel;;STATUTS;VALUE
67606;67606;192348;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Continentale - Plaine rhodanienne : Déterminante (pour les populations remarquables);Alpine : Déterminante (pour les populations remarquables);Méditerranéenne : Déterminante (pour les populations remarquables)";INSEED01;319830;esox lucius;Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Esociformes;Esocidae;Chordés;Poissons;Ain;Département;;FR-01;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
67295;67295;194072;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED80;394259;leuciscus leuciscus;(Linnaeus, 1758);<i>Leuciscus leuciscus</i> (Linnaeus, 1758);<i>Leuciscus leuciscus</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons;Somme;Département;;FR-80;Lebrun, J. 2018. <em>Mise à jour des listes d’espèces déterminantes à l’inventaire ZNIEFF – Volet Faune – Territoire de l’ex Picardie - Version 2</em>. CEN Picardie. 26 pp.;;STATUTS;VALUE
