CD_NOM;CD_REF;CD_SUP;CD_TYPE_STATUT;LB_TYPE_STATUT;REGROUPEMENT_TYPE;CODE_STATUT;LABEL_STATUT;RQ_STATUT;CD_SIG;CD_DOC;LB_NOM;LB_AUTEUR;NOM_COMPLET_HTML;NOM_VALIDE_HTML;REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;GROUP1_INPN;GROUP2_INPN;LB_ADM_TR;NIVEAU_ADMIN;CD_ISO3166_1;CD_ISO3166_2;FULL_CITATION;DOC_URL;THEMATIQUE;TYPE_VALUE
5386;5386;190841;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER83;161768;cinclidotus fontinaloides;(Hedw.) P.Beauv., 1805;<i>Cinclidotus fontinaloides</i> (Hedw.) P.Beauv., 1805;<i>Cinclidotus fontinaloides</i> (Hedw.) P.Beauv., 1805;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Auvergne;Ancienne région;;FR-C;Hugonnot, V. & Celle, J. 2014. - <em>Première liste rouge des mousses, hépatiques et anthocérotes d'Auvergne</em>. Conservatoire Botanique National du Massif Central / Direction Régionale de l'Environnement, de l'Aménagement et du Logement Auvergne, 48 pp.;https://inpn.mnhn.fr/docs-web/docs/download/161768;STATUTS;VALUE
67404;67404;196170;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER53;185555;phoxinus phoxinus;(Linnaeus, 1758);<i>Phoxinus phoxinus</i> (Linnaeus, 1758);<i>Phoxinus phoxinus</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons;Bretagne;Région;;FR-BRE;Anonyme. 2015. <em>Liste rouge régionale & Responsabilité biologique régionale Poissons d'eau douce de Bretagne</em>. Bretagne Environnement, Bretagne Vivante, Onema, Bretagne Grands Migrateurs, Fédérations départementales de la pêche de Bretagne. 1 pp.;http://www.observatoire-biodiversite-bretagne.fr/content/download/25194/493167/version/3/file/poissons_eau_douce_LRR_RBR_11_juin_2015.pdf;STATUTS;VALUE
67420;67420;197167;LRR;Liste rouge régionale;Liste rouge;DD;Données insuffisantes;;INSEER74;366789;rhodeus amarus;(Bloch, 1782);<i>Rhodeus amarus</i> (Bloch, 1782);<i>Rhodeus amarus</i> (Bloch, 1782);Animalia;Chordata;Actinopterygii;Cypriniformes;Acheilognathidae;Chordés;Poissons;Limousin;Ancienne région;;FR-L;Maison de l’Eau et de la Pêche de la Corrèze. 2019. <em>Liste Rouge des Espèces Piscicoles de la Région Limousin (Notice méthodologique)</em>. 14 pp. + 2 annexes.;;STATUTS;VALUE
67058;67058;191469;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER43;189389;cyprinus carpio;Linnaeus, 1758;<i>Cyprinus carpio</i> Linnaeus, 1758;<i>Cyprinus carpio</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Chordés;Poissons;Franche-Comté;Ancienne région;;FR-I;Anonyme. 2014. <em>Liste rouge des espèces de poissons menacées en Franche-Comté</em>. 5 pp.;http://www.bourgogne-franche-comte.developpement-durable.gouv.fr/IMG/pdf/2014_13_Liste_rouge_poissons_cle57575d.pdf;STATUTS;VALUE
67104;67104;188934;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER84;432096;alburnoides bipunctatus;(Bloch, 1782);<i>Alburnoides bipunctatus</i> (Bloch, 1782);<i>Alburnoides bipunctatus</i> (Bloch, 1782);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons;Auvergne-Rhône-Alpes;Région;;FR-ARA;Anonyme, 2022. <em>Elaboration des Listes Rouges Régionales Poissons-Ecrevisses, Mise à jour des Listes d’espèces déterminantes ZNIEFF</em>. Association Régionale de Pêche Auvergne Rhône Alpes (ARPARA). 18 pp.;https://inpn.mnhn.fr/docs-web/docs/download/432096;STATUTS;VALUE
67550;67550;189745;LRR;Liste rouge régionale;Liste rouge;NT;Quasi menacée;pr. A2abce;INSEER43;189389;barbatula barbatula;(Linnaeus, 1758);<i>Barbatula barbatula</i> (Linnaeus, 1758);<i>Barbatula barbatula</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Nemacheilidae;Chordés;Poissons;Franche-Comté;Ancienne région;;FR-I;Anonyme. 2014. <em>Liste rouge des espèces de poissons menacées en Franche-Comté</em>. 5 pp.;http://www.bourgogne-franche-comte.developpement-durable.gouv.fr/IMG/pdf/2014_13_Liste_rouge_poissons_cle57575d.pdf;STATUTS;VALUE
67571;67571;189039;LRR;Liste rouge régionale;Liste rouge;;Non applicable;;INSEER24;186092;ameiurus melas;(Rafinesque, 1820);<i>Ameiurus melas</i> (Rafinesque, 1820);<i>Ameiurus melas</i> (Rafinesque, 1820);Animalia;Chordata;Actinopterygii;Siluriformes;Ictaluridae;Chordés;Poissons;Centre;Région;;FR-CVL;Anonyme. 2012. <em>Liste rouge des poissons de la région Centre</em>. Federation de pêche et de Protection des Milieux aquatiques de L'Indre. 2 pp.;http://www.centre.developpement-durable.gouv.fr/IMG/pdf/2-poissons_2012_cle2f95c8-1.pdf;STATUTS;VALUE
67585;67585;197663;LRR;Liste rouge régionale;Liste rouge;;Non applicable;;INSEER74;366789;silurus glanis;Linnaeus, 1758;<i>Silurus glanis</i> Linnaeus, 1758;<i>Silurus glanis</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Siluriformes;Siluridae;Chordés;Poissons;Limousin;Ancienne région;;FR-L;Maison de l’Eau et de la Pêche de la Corrèze. 2019. <em>Liste Rouge des Espèces Piscicoles de la Région Limousin (Notice méthodologique)</em>. 14 pp. + 2 annexes.;;STATUTS;VALUE
69350;69350;195954;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER84;432096;perca fluviatilis;Linnaeus, 1758;<i>Perca fluviatilis</i> Linnaeus, 1758;<i>Perca fluviatilis</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Perciformes;Percidae;Chordés;Poissons;Auvergne-Rhône-Alpes;Région;;FR-ARA;Anonyme, 2022. <em>Elaboration des Listes Rouges Régionales Poissons-Ecrevisses, Mise à jour des Listes d’espèces déterminantes ZNIEFF</em>. Association Régionale de Pêche Auvergne Rhône Alpes (ARPARA). 18 pp.;https://inpn.mnhn.fr/docs-web/docs/download/432096;STATUTS;VALUE
67206;67206;190332;LRN;Liste rouge nationale;Liste rouge;;Non applicable;a;TERFXFR;275396;carassius carassius;(Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Chordés;Poissons;France métropolitaine;Territoire;FXX;;"UICN Comité français, MNHN, SFI &amp; AFB. 2019. <em>La Liste rouge des espèces menacées en France – Chapitre Poissons d'eau douce de France métropolitaine. Fascicule</em>. UICN France, MNHN, SFI &amp; AFB. Paris, France. 16 pp.";https://inpn.mnhn.fr/docs/LR_FCE/liste_rouge_poissons_eau_douce_metropole_2019_fascicule.pdf;STATUTS;VALUE
115282;115282;196613;LRN;Liste rouge nationale;Liste rouge;VU;Vulnérable;D2;TER971;300212;potamogeton nodosus;Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Guadeloupe;Territoire;GLP;FR-GP;"UICN Comité français, MNHN &amp; CBIG. 2019. <em>La Liste rouge des espèces menacées en France – Chapitre Flore vasculaire de Guadeloupe</em>. Paris, France. 19 pp.";;STATUTS;VALUE
115282;115282;196613;LRN;Liste rouge nationale;Liste rouge;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;B2ab(iii);TER974;432932;potamogeton nodosus;Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Réunion;Territoire;REU;FR-RE;UICN Comité français, OFB, MNHN, CBN-CPIE Mascarin. 2023. <em>La Liste rouge des espèces menacées en France Flore vasculaire de La Réunion</em>. Paris, France. 27 pp.;;STATUTS;VALUE
124707;124707;197864;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER72;265493;spirodela polyrhiza;(L.) Schleid., 1839;<i>Spirodela polyrhiza</i> (L.) Schleid., 1839;<i>Spirodela polyrhiza</i> (L.) Schleid., 1839;Plantae;;Equisetopsida;Alismatales;Araceae;Trachéophytes;Angiospermes;Aquitaine;Ancienne région;;FR-B;Anonyme. 2018. <em>Liste rouge régionale de la flore vasculaire d'Aquitaine</em>. CBN Sud-Atlantique. Fichier Excel.;;STATUTS;VALUE
124407;124407;197775;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER43;189544;sparganium emersum;Rehmann, 1871;<i>Sparganium emersum</i> Rehmann, 1871;<i>Sparganium emersum</i> Rehmann, 1871;Plantae;;Equisetopsida;Poales;Typhaceae;Trachéophytes;Angiospermes;Franche-Comté;Ancienne région;;FR-I;Ferrez, Y. 2014. <em>Liste rouge régionale de la flore vasculaire de Franche-Comté. Évaluation du risque de disparition selon la méthodologie et la démarche de l'UICN</em>. CBNFC, Observatoire régionale des Invertébrés. 12 pp.;http://conservatoire-botanique-fc.org/doc-cbnfc-ori/listes-rouges-de-franche-comte/338-liste-rouge-regionale-de-la-flore-vasculaire-2014-1/file;STATUTS;VALUE
97434;97434;192415;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER74;210905;eupatorium cannabinum;L., 1753;<i>Eupatorium cannabinum</i> L., 1753;<i>Eupatorium cannabinum</i> L., 1753;Plantae;;Equisetopsida;Asterales;Asteraceae;Trachéophytes;Angiospermes;Limousin;Ancienne région;;FR-L;Anonyme. 2013. <em>Liste rouge de la flore vasculaire du Limousin</em>. Conservatoire Botanique National du Massif Central. 66 pp.;http://www.fcbn.fr/sites/fcbn.fr/files/ressource_telechargeable/liste_rouge_limousin.pdf;STATUTS;VALUE
105431;105431;193939;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER72;265493;lemna minor;L., 1753;<i>Lemna minor</i> L., 1753;<i>Lemna minor</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Araceae;Trachéophytes;Angiospermes;Aquitaine;Ancienne région;;FR-B;Anonyme. 2018. <em>Liste rouge régionale de la flore vasculaire d'Aquitaine</em>. CBN Sud-Atlantique. Fichier Excel.;;STATUTS;VALUE
117027;117027;197047;LRR;Liste rouge régionale;Liste rouge;VU;Vulnérable;D2;INSEER11;185268;ranunculus fluitans;Lam., 1779;<i>Ranunculus fluitans</i> Lam., 1779;<i>Ranunculus fluitans</i> Lam., 1779;Plantae;;Equisetopsida;Ranunculales;Ranunculaceae;Trachéophytes;Angiospermes;Ile-de-France;Région;;FR-J;"Auvert, S., Filoche, S., Rambaud, M., Beylot, A. &amp; Hendoux, F., 2011. <em>Liste rouge régionale de la flore vasculaire d'Île-de-France</em>. Natureparif, MNHN, CBNBP, Paris. 80 pp.";https://www.arb-idf.fr/fileadmin/DataStorage/user_upload/liste_rouge_flore_idf_2014_maj_cbnbp.pdf;STATUTS;VALUE
121549;121549;197468;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER52;192128;schoenoplectus lacustris;(L.) Palla, 1888;<i>Schoenoplectus lacustris</i> (L.) Palla, 1888;<i>Schoenoplectus lacustris</i> (L.) Palla, 1888;Plantae;;Equisetopsida;Poales;Cyperaceae;Trachéophytes;Angiospermes;Pays-de-la-Loire;Région;;FR-PDL;Dortel, F., Magnanon, S. & Brindejonc, O. 2015. <em>Liste rouge de la flore vasculaire des Pays de la Loire. Evaluation des menaces selon la méthodologie et la démarche de l'UICN. Document validé par l'UICN le 21/10/2015 et par le CSRPN le 26/11/2015</em>. DREAL Pays de la Loire /Région des Pays de la Loire, CBN Brest. 53 pp.;http://www.cbnbrest.fr/site/pdf/liste_rouge/CBNB_Dortel_2015_62634.pdf;STATUTS;VALUE
107038;107038;194338;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER11;185268;lycopus europaeus;L., 1753;<i>Lycopus europaeus</i> L., 1753;<i>Lycopus europaeus</i> L., 1753;Plantae;;Equisetopsida;Lamiales;Lamiaceae;Trachéophytes;Angiospermes;Ile-de-France;Région;;FR-J;"Auvert, S., Filoche, S., Rambaud, M., Beylot, A. &amp; Hendoux, F., 2011. <em>Liste rouge régionale de la flore vasculaire d'Île-de-France</em>. Natureparif, MNHN, CBNBP, Paris. 80 pp.";https://www.arb-idf.fr/fileadmin/DataStorage/user_upload/liste_rouge_flore_idf_2014_maj_cbnbp.pdf;STATUTS;VALUE
108027;108027;194615;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER72;265493;mentha aquatica;L., 1753;<i>Mentha aquatica</i> L., 1753;<i>Mentha aquatica</i> L., 1753;Plantae;;Equisetopsida;Lamiales;Lamiaceae;Trachéophytes;Angiospermes;Aquitaine;Ancienne région;;FR-B;Anonyme. 2018. <em>Liste rouge régionale de la flore vasculaire d'Aquitaine</em>. CBN Sud-Atlantique. Fichier Excel.;;STATUTS;VALUE
108027;108027;194615;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER54;267074;mentha aquatica;L., 1753;<i>Mentha aquatica</i> L., 1753;<i>Mentha aquatica</i> L., 1753;Plantae;;Equisetopsida;Lamiales;Lamiaceae;Trachéophytes;Angiospermes;Poitou-Charentes;Ancienne région;;FR-T;Anonyme, 2018. <em>Liste rouge de la Flore vasculaire de Poitou-Charentes</em>. CBN Sud-Atlantique. Fichier Excel.;;STATUTS;VALUE
109732;109732;195292;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER73;192110;nuphar lutea;(L.) Sm., 1809;<i>Nuphar lutea</i> (L.) Sm., 1809;<i>Nuphar lutea</i> (L.) Sm., 1809;Plantae;;Equisetopsida;Nymphaeales;Nymphaeaceae;Trachéophytes;Angiospermes;Midi-Pyrénées;Ancienne région;;FR-N;Corriol, G. 2013. <em>Liste rouge de la flore vasculaire de Midi-Pyrénées</em>. Conservatoire botanique national des Pyrénées et de Midi-Pyrénées. 16 pp.;http://redirect.viglink.com/?format=go&jsonp=vglnk_149148955254813&key=fc09da8d2ec4b1af80281370066f19b1&libId=j16ibwhd01012xfw000DA2m2g6lgb&loc=http%3A%2F%2Fcbnpmp.blogspot.fr%2F2015%2F11%2Fliste-rouge-flore-vasculaire-midi-pyrenees.html&v=1&out=https%3A%2F%2Fdrive.google.com%2Ffile%2Fd%2F0B3ZBmrBgF8WnXzFtaDAwek1wOXM%2Fview%3Fusp%3Dsharing&ref=http%3A%2F%2Fwww.naturemp.org%2F-Listes-Rouges-.html&title=Conservatoire%20botanique%20national%20des%20Pyr%C3%A9n%C3%A9es%20et%20de%20Midi-Pyr%C3%A9n%C3%A9es%3A%20Les%20plantes%20menac%C3%A9es%20de%20disparition%20en%20Midi-Pyr%C3%A9n%C3%A9es&txt=la%20plaquette%20de%20pr%C3%A9sentation%20avec%20la%20liste%20des%20plantes%20menac%C3%A9es%20et%20quasi-menac%C3%A9es;STATUTS;VALUE
119860;119860;197322;LRR;Liste rouge régionale;Liste rouge;VU;Vulnérable;D2;INSEER23;189688;sagittaria sagittifolia;L., 1753;<i>Sagittaria sagittifolia</i> L., 1753;<i>Sagittaria sagittifolia</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Alismataceae;Trachéophytes;Angiospermes;Haute-Normandie;Ancienne région;;FR-Q;Buchet, J., Toussaint, B. & Housset, P. 2015. <em>Inventaire de la flore vasculaire de Haute-Normandie (Ptéridophytes et Spermatophytes) : raretés, protections, menaces et statuts</em>. CBN de Bailleul.103 pp.;http://www.cbnbl.org/IMG/pdf/cataloguehn2015v4.2.pdf;STATUTS;VALUE
104155;104155;193689;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER25;189090;juncus compressus;Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;Plantae;;Equisetopsida;Poales;Juncaceae;Trachéophytes;Angiospermes;Basse-Normandie;Ancienne région;;FR-P;Bousquet, T., Magnanon, S., Brindejonc, O. 2015. <em>Liste de la flore vasculaire de Basse-Normandie comprenant la Liste rouge de la flore menacée</em>. DREAL Basse-Normandie, Région Basse-Normandie, FEADER Basse-Normandie, Conservatoire botanique national de Brest. 51 pp.;http://www.cbnbrest.fr/site/pdf/liste_rouge/CBNB_Bousquet_2015_62076.pdf;STATUTS;VALUE
115282;115282;196613;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER94;209827;potamogeton nodosus;Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Corse;Région;;FR-H;Delage, A. & Hugot, L. 2015. <em>Liste rouge régionale de la flore vasculaire de Corse</em>. Conservatoire botaniqe national de Corse, Office de l'environnement de la Corse, Corte. 72 pp.;http://cbnc.oec.fr/catalog_repository/uploads/17/Liste_rouge_regionale_flore_Corse.pdf;STATUTS;VALUE
115296;115296;196613;LRR;Liste rouge régionale;Liste rouge;NT;Quasi menacée;pr. B2b(iii);INSEER43;189544;potamogeton perfoliatus;L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Franche-Comté;Ancienne région;;FR-I;Ferrez, Y. 2014. <em>Liste rouge régionale de la flore vasculaire de Franche-Comté. Évaluation du risque de disparition selon la méthodologie et la démarche de l'UICN</em>. CBNFC, Observatoire régionale des Invertébrés. 12 pp.;http://conservatoire-botanique-fc.org/doc-cbnfc-ori/listes-rouges-de-franche-comte/338-liste-rouge-regionale-de-la-flore-vasculaire-2014-1/file;STATUTS;VALUE
115296;115296;196613;LRR;Liste rouge régionale;Liste rouge;EN;En danger;D1 B2ab(i,ii,iii,iv);INSEER74;210905;potamogeton perfoliatus;L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Limousin;Ancienne région;;FR-L;Anonyme. 2013. <em>Liste rouge de la flore vasculaire du Limousin</em>. Conservatoire Botanique National du Massif Central. 66 pp.;http://www.fcbn.fr/sites/fcbn.fr/files/ressource_telechargeable/liste_rouge_limousin.pdf;STATUTS;VALUE
109732;109732;195292;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER26;196028;nuphar lutea;(L.) Sm., 1809;<i>Nuphar lutea</i> (L.) Sm., 1809;<i>Nuphar lutea</i> (L.) Sm., 1809;Plantae;;Equisetopsida;Nymphaeales;Nymphaeaceae;Trachéophytes;Angiospermes;Bourgogne;Ancienne région;;FR-D;Anonyme. 2015. <em>Liste rouge de la flore de Bourgogne</em>. CBNBP. Fichier excel.;https://inpn.mnhn.fr/docs-web/docs/download/196028;STATUTS;VALUE
121549;121549;197468;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER26;196028;schoenoplectus lacustris;(L.) Palla, 1888;<i>Schoenoplectus lacustris</i> (L.) Palla, 1888;<i>Schoenoplectus lacustris</i> (L.) Palla, 1888;Plantae;;Equisetopsida;Poales;Cyperaceae;Trachéophytes;Angiospermes;Bourgogne;Ancienne région;;FR-D;Anonyme. 2015. <em>Liste rouge de la flore de Bourgogne</em>. CBNBP. Fichier excel.;https://inpn.mnhn.fr/docs-web/docs/download/196028;STATUTS;VALUE
103772;103772;193623;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER72;265493;iris pseudacorus;L., 1753;<i>Iris pseudacorus</i> L., 1753;<i>Iris pseudacorus</i> L., 1753;Plantae;;Equisetopsida;Asparagales;Iridaceae;Trachéophytes;Angiospermes;Aquitaine;Ancienne région;;FR-B;Anonyme. 2018. <em>Liste rouge régionale de la flore vasculaire d'Aquitaine</em>. CBN Sud-Atlantique. Fichier Excel.;;STATUTS;VALUE
124034;124034;884564;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER26;196028;solanum dulcamara;L., 1753;<i>Solanum dulcamara</i> L., 1753;<i>Solanum dulcamara</i> L., 1753;Plantae;;Equisetopsida;Solanales;Solanaceae;Trachéophytes;Angiospermes;Bourgogne;Ancienne région;;FR-D;Anonyme. 2015. <em>Liste rouge de la flore de Bourgogne</em>. CBNBP. Fichier excel.;https://inpn.mnhn.fr/docs-web/docs/download/196028;STATUTS;VALUE
124034;124034;884564;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER72;265493;solanum dulcamara;L., 1753;<i>Solanum dulcamara</i> L., 1753;<i>Solanum dulcamara</i> L., 1753;Plantae;;Equisetopsida;Solanales;Solanaceae;Trachéophytes;Angiospermes;Aquitaine;Ancienne région;;FR-B;Anonyme. 2018. <em>Liste rouge régionale de la flore vasculaire d'Aquitaine</em>. CBN Sud-Atlantique. Fichier Excel.;;STATUTS;VALUE
115282;115282;196613;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER11;185268;potamogeton nodosus;Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Ile-de-France;Région;;FR-J;"Auvert, S., Filoche, S., Rambaud, M., Beylot, A. &amp; Hendoux, F., 2011. <em>Liste rouge régionale de la flore vasculaire d'Île-de-France</em>. Natureparif, MNHN, CBNBP, Paris. 80 pp.";https://www.arb-idf.fr/fileadmin/DataStorage/user_upload/liste_rouge_flore_idf_2014_maj_cbnbp.pdf;STATUTS;VALUE
115282;115282;196613;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER21;375456;potamogeton nodosus;Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Champagne-Ardenne;Ancienne région;;FR-G;Anonyme. 2019. <em>Liste rouge de la flore vasculaire de Champagne-Ardenne</em>. Fichier xls.;;STATUTS;VALUE
115295;717574;;LRR;Liste rouge régionale;Liste rouge;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;;INSEER74;210905;potamogeton pectinatus;L., 1753;<i>Potamogeton pectinatus</i> L., 1753;<i>Stuckenia pectinata</i> (L.) Börner, 1912;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Limousin;Ancienne région;;FR-L;Anonyme. 2013. <em>Liste rouge de la flore vasculaire du Limousin</em>. Conservatoire Botanique National du Massif Central. 66 pp.;http://www.fcbn.fr/sites/fcbn.fr/files/ressource_telechargeable/liste_rouge_limousin.pdf;STATUTS;VALUE
105431;105431;193939;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER11;185268;lemna minor;L., 1753;<i>Lemna minor</i> L., 1753;<i>Lemna minor</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Araceae;Trachéophytes;Angiospermes;Ile-de-France;Région;;FR-J;"Auvert, S., Filoche, S., Rambaud, M., Beylot, A. &amp; Hendoux, F., 2011. <em>Liste rouge régionale de la flore vasculaire d'Île-de-France</em>. Natureparif, MNHN, CBNBP, Paris. 80 pp.";https://www.arb-idf.fr/fileadmin/DataStorage/user_upload/liste_rouge_flore_idf_2014_maj_cbnbp.pdf;STATUTS;VALUE
105431;105431;193939;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER21;375456;lemna minor;L., 1753;<i>Lemna minor</i> L., 1753;<i>Lemna minor</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Araceae;Trachéophytes;Angiospermes;Champagne-Ardenne;Ancienne région;;FR-G;Anonyme. 2019. <em>Liste rouge de la flore vasculaire de Champagne-Ardenne</em>. Fichier xls.;;STATUTS;VALUE
109150;109150;195012;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER24;188890;myriophyllum spicatum;L., 1753;<i>Myriophyllum spicatum</i> L., 1753;<i>Myriophyllum spicatum</i> L., 1753;Plantae;;Equisetopsida;Saxifragales;Haloragaceae;Trachéophytes;Angiospermes;Centre;Région;;FR-CVL;Anonyme. 2013. <em>Liste rouge des plantes vasculaires de la région Centre</em>. CBNBP. 15 pp.;https://inpn.mnhn.fr/docs-web/docs/download/188890;STATUTS;VALUE
119860;119860;197322;LRR;Liste rouge régionale;Liste rouge;CR;En danger critique;D1;INSEER74;210905;sagittaria sagittifolia;L., 1753;<i>Sagittaria sagittifolia</i> L., 1753;<i>Sagittaria sagittifolia</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Alismataceae;Trachéophytes;Angiospermes;Limousin;Ancienne région;;FR-L;Anonyme. 2013. <em>Liste rouge de la flore vasculaire du Limousin</em>. Conservatoire Botanique National du Massif Central. 66 pp.;http://www.fcbn.fr/sites/fcbn.fr/files/ressource_telechargeable/liste_rouge_limousin.pdf;STATUTS;VALUE
108027;108027;194615;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER26;196028;mentha aquatica;L., 1753;<i>Mentha aquatica</i> L., 1753;<i>Mentha aquatica</i> L., 1753;Plantae;;Equisetopsida;Lamiales;Lamiaceae;Trachéophytes;Angiospermes;Bourgogne;Ancienne région;;FR-D;Anonyme. 2015. <em>Liste rouge de la flore de Bourgogne</em>. CBNBP. Fichier excel.;https://inpn.mnhn.fr/docs-web/docs/download/196028;STATUTS;VALUE
85798;85798;189851;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER24;188890;berula erecta;(Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;Plantae;;Equisetopsida;Apiales;Apiaceae;Trachéophytes;Angiospermes;Centre;Région;;FR-CVL;Anonyme. 2013. <em>Liste rouge des plantes vasculaires de la région Centre</em>. CBNBP. 15 pp.;https://inpn.mnhn.fr/docs-web/docs/download/188890;STATUTS;VALUE
66832;66832;970642;LRR;Liste rouge régionale;Liste rouge;VU;Vulnérable;A2c;INSEER24;186092;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Centre;Région;;FR-CVL;Anonyme. 2012. <em>Liste rouge des poissons de la région Centre</em>. Federation de pêche et de Protection des Milieux aquatiques de L'Indre. 2 pp.;http://www.centre.developpement-durable.gouv.fr/IMG/pdf/2-poissons_2012_cle2f95c8-1.pdf;STATUTS;VALUE
