CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdListeFauFlor;LbListeFauFlor;CdTypListeFauFlor;MnTypListeFauFlor;CdTypTaxRep;MnTypTaxRep;CdAppelTaxon;NomLatinAppelTaxon;RsTaxRep;CdRqNbrTaxRep;MnemoRqNbrTaxRep;CdUniteMesure;SymUniteMesure;RefOperationPrelBio;CdProducteur;NomProducteur
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2015-06-23;A;B1;;;1;NbrTax;618;Elmis;1;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6801;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2019-08-08;B;B;;;1;NbrTax;5097;Jaera;1464;1;Domaine de validité;214;n;20201029143652-HB-475853;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2022-08-23;B;B;;;1;NbrTax;1030;Ferrissia;40;1;Domaine de validité;214;n;20230704161839-HB-550190;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2019-09-04;GPSL#0;pre_id83531;;;1;NbrTax;2133;Rutilus rutilus;47;1;Domaine de validité;214;n;Aspe81991eta2_SurfEchMc1250.0_SBVDKmc12684.7_DSrcKm493.0_LarMEauM70.0_PntCEPM0.1_ProfMStaM3.5_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112295;LE MORBRAS A SUCY-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;2019-07-17;A;A;;;1;NbrTax;994;Bithynia;1;1;Domaine de validité;214;n;20201029143648-HB-475816;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2010-08-04;A;B1;;;1;NbrTax;200;Hydroptila;4;1;Domaine de validité;0;Unité inconnue;20180130180136-HB-6812;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2021-09-22;;L1;;;1;NbrTax;6631;Diatoma vulgare;5;1;Domaine de validité;214;n;20220818101725-HB-524936;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2004-06-23;P2#L#0;pre_id1398;;;1;NbrTax;2050;Lepomis gibbosus;2;1;Domaine de validité;214;n;Aspe1495eta2_SurfEchMc650.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.00_PntCEPM2.90_ProfMStaM0.80_AltM59_TAir1C4.1_TAir7C19.8;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2014-07-16;A;B1;;;1;NbrTax;1089;Nematoda;1;4;Pres. ou Abs. ou NQ/ND;0;Unité inconnue;20180130180112-HB-6667;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2019-07-17;C;C;;;1;NbrTax;856;Sisyra;2;1;Domaine de validité;214;n;20201029143648-HB-475813;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2020-07-23;;L1;;;1;NbrTax;8600;Cyclostephanos invisitatus;7;1;Domaine de validité;214;n;20210630105458-HB-490849;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2017-08-16;C;B3;;;1;NbrTax;978;Potamopyrgus;264;1;Domaine de validité;0;Unité inconnue;20190205185848-HB-30584;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079570;LE RÉVEILLON A MAROLLES-EN-BRIE 1;005;4;Poissons;1991-10-10;P1#L#0;pre_id979;;;1;NbrTax;2110;Cyprinus carpio;2;1;Domaine de validité;214;n;Aspe846eta1_1991-10-10_09:15:00_03079570;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2017-08-16;B;B2;;;1;NbrTax;3159;Mermithoidea;1;1;Domaine de validité;0;Unité inconnue;20190205185848-HB-30584;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2013-08-01;B;B2;;;1;NbrTax;1030;Ferrissia;5;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7463;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2010-09-01;B;B2;;;1;NbrTax;1028;Ancylus;16;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6664;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2011-06-08;GPSL#0;pre_id7513;;;1;NbrTax;2193;Perca fluviatilis;5;1;Domaine de validité;214;n;Aspe2219eta2_SurfEchMc1250.0_SBVDKmc12731.7_DSrcKm500.0_LarMEauM60.0_PntCEPM0.1_ProfMStaM2.83_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2023-08-03;;L1;;;1;NbrTax;43682;Discostella pseudostelligera;4;1;Domaine de validité;214;n;20240717100308-HB-578680;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2014-08-19;A;B1;;;1;NbrTax;1089;Nematoda;2;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6800;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2022-08-23;A;A;;;1;NbrTax;1042;Sphaeriidae;1;1;Domaine de validité;214;n;20230704161838-HB-550183;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2013-07-10;A;B1;;;1;NbrTax;200;Hydroptila;5;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6799;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2022-08-08;GPCL#0;pre_id96400;;;1;NbrTax;2085;Abramis;11;1;Domaine de validité;214;n;Aspe88853eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM127.0_PntCEPM0.1_ProfMStaM3.21_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1997-05-21;A9#L#0;pre_id4613;;;1;NbrTax;2133;Rutilus rutilus;4;1;Domaine de validité;214;n;Aspe910eta1_1997-05-21_15:00:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2020-08-13;;C;;;1;NbrTax;933;Oligochaeta;157;1;Domaine de validité;214;n;20210908103329-HB-498346;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2012-08-08;C;B3;;;1;NbrTax;19280;Physella;1;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7462;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2021-09-22;B;B;;;1;NbrTax;1030;Ferrissia;72;1;Domaine de validité;214;n;20220818095901-HB-524912;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2023-08-03;;L1;;;1;NbrTax;8420;Rhoicosphenia abbreviata;6;1;Domaine de validité;214;n;20240717100315-HB-578682;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2019-08-08;;20190308066001;;;1;NbrTax;42876;Pantocsekiella ocellata;1;1;Domaine de validité;214;n;20201028101226-HB-474989;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2020-08-11;;L1;;;1;NbrTax;33279;Planothidium minutissimum;2;1;Domaine de validité;214;n;20210630105504-HB-490854;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;2010-06-30;GPSL#0;pre_id7371;;;1;NbrTax;31041;Squalius cephalus;29;1;Domaine de validité;214;n;Aspe2120eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm505.00_LarMEauM70.00_PntCEPM0.10_ProfMStaM4.80_AltM31_TAir1C4.6_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2014-08-19;;L1;;;1;NbrTax;9034;Nitzschia sociabilis;7;1;Domaine de validité;214;n;20180201135947-HB-16470;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2022-08-23;GPSL#0;pre_id96407;;;1;NbrTax;2122;Leuciscus leuciscus;2;1;Domaine de validité;214;n;Aspe88860eta2_SurfEchMc1250.0_SBVDKmc12684.7_DSrcKm493.0_LarMEauM76.5_PntCEPM0.1_ProfMStaM2.81_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2020-08-27;A;A;;;1;NbrTax;3206;Copepoda;1;1;Domaine de validité;214;n;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2011-07-11;A;B1;;;1;NbrTax;908;Glossiphoniidae;1;1;Domaine de validité;0;Unité inconnue;20180130180136-HB-6813;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2011-09-07;C;B3;;;1;NbrTax;1028;Ancylus;36;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6663;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2017-08-17;C';B4;;;1;NbrTax;906;Hydracarina;2;1;Domaine de validité;0;Unité inconnue;20190205185832-HB-30569;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2014-07-16;B;B2;;;1;NbrTax;198;Ithytrichia;1;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6667;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2003-06-17;A8#L#0;pre_id5068;;;1;NbrTax;2090;Alburnus alburnus;29;1;Domaine de validité;214;n;Aspe986eta2_SurfEchMc1202.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM150.00_PntCEPM0.10_ProfMStaM3.65_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2014-07-15;C;B3;;;1;NbrTax;1089;Nematoda;1;4;Pres. ou Abs. ou NQ/ND;0;Unité inconnue;20180130180354-HB-7464;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2024-06-17;;L1;;;1;NbrTax;38981;Luticola frequentissima;1;1;Domaine de validité;214;n;20250619164105-HB-601321;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-08-14;Camp2024-08-14;L1;;;4;BioVolTax;9634;Plagioselmis nannoplanctica;0.02686;1;Domaine de validité;536;mm3/L;20250618165002-HB-600987;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2021-09-21;A;A;;;1;NbrTax;933;Oligochaeta;6;1;Domaine de validité;214;n;20220818095859-HB-524902;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2023-08-03;C;C;;;1;NbrTax;3206;Copepoda;1;1;Domaine de validité;214;n;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2024-06-18;F1;F2;;;3;RecTax;1132;Microspora;0.000005;1;Domaine de validité;243;%;20250618181042-HB-601147;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2014-07-16;C;B3;;;1;NbrTax;457;Caenis;276;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6667;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2014-07-15;A;B1;;;1;NbrTax;880;Asellidae;2;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7464;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063650;LA SEINE A ORLY 1;003;13;Macroinvertébrés aquatiques;2022-06-29;C;C;;;1;NbrTax;3159;Mermithoidea;1;1;Domaine de validité;214;n;20230704161837-HB-550178;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;2000-04-20;A1#L#0;pre_id4911;;;1;NbrTax;2131;Rhodeus amarus;2;1;Domaine de validité;214;n;Aspe959eta1_2000-04-20_14:00:00_03112430;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2001-06-21;A5#L#0;pre_id4951;;;1;NbrTax;2133;Rutilus rutilus;3;1;Domaine de validité;214;n;Aspe966eta1_2001-06-21_14:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2012-08-07;A;B1;;;1;NbrTax;978;Potamopyrgus;1;1;Domaine de validité;0;Unité inconnue;20180130180353-HB-7458;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2006-06-21;GPSL#0;pre_id7042;;;1;NbrTax;2050;Lepomis gibbosus;1;1;Domaine de validité;214;n;Aspe1631eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM75.00_PntCEPM0.10_ProfMStaM3.40_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2014-08-13;;L1;;;1;NbrTax;18821;Staurosira venter;4;1;Domaine de validité;214;n;20180201135901-HB-14500;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2012-08-07;A;B1;;;1;NbrTax;650;Calopteryx;1;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6665;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2017-08-17;C;B3;;;1;NbrTax;3206;Copepoda;1;1;Domaine de validité;0;Unité inconnue;20190205185832-HB-30569;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2020-08-27;A;A;;;1;NbrTax;387;Cloeon;2;1;Domaine de validité;214;n;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2000-04-19;A7#L#0;pre_id4905;;;1;NbrTax;31041;Squalius cephalus;1;1;Domaine de validité;214;n;Aspe957eta1_2000-04-19_14:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2020-08-27;A;A;;;1;NbrTax;919;Piscicola;1;1;Domaine de validité;214;n;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2018-08-16;A;A;;;1;NbrTax;32503;Chelicorophium;1;1;Domaine de validité;214;n;20190328112225-HB-346769;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2014-07-15;A;B1;;;1;NbrTax;1028;Ancylus;3;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7464;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2020-08-03;F2;P2;;;3;RecTax;1598;Vallisneria spiralis;0.5;1;Domaine de validité;243;%;20210909144650-HB-498381;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2001-06-21;A3#L#0;pre_id4949;;;1;NbrTax;2113;Gobio gobio;1;1;Domaine de validité;214;n;Aspe966eta1_2001-06-21_14:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2023-08-22;C;C;;;1;NbrTax;1072;Dendrocoelum;1;1;Domaine de validité;214;n;20240717112641-HB-578781;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2003-06-24;A1#L#0;pre_id5054;;;1;NbrTax;2133;Rutilus rutilus;16;1;Domaine de validité;214;n;Aspe985eta1_2003-06-24_14:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1994-09-21;P1#L#0;pre_id810;;;1;NbrTax;2038;Anguilla anguilla;1;1;Domaine de validité;214;n;Aspe864eta1_1994-09-21_15:20:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3080339;LA SEINE A ALFORTVILLE 2;005;4;Poissons;1987-08-18;P1#L#0;pre_id579;;;1;NbrTax;2193;Perca fluviatilis;57;1;Domaine de validité;214;n;Aspe804eta1_1987-08-18_16:00:00_03080339;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2018-07-19;;03063000;;;1;NbrTax;7849;Navicula caterva;2;1;Domaine de validité;214;n;20190327180826-HB-346433;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2021-09-21;C;C;;;1;NbrTax;245;Tinodes;8;1;Domaine de validité;214;n;20220818095859-HB-524902;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;10;Diatomées benthiques;2010-08-12;;L1;;;1;NbrTax;8206;Navicula veneta;5;1;Domaine de validité;214;n;20180201135959-HB-17005;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2017-08-07;;L1;;;1;NbrTax;6631;Diatoma vulgare;1;1;Domaine de validité;214;n;20190205205526-HB-30914;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2020-08-27;A;A;;;1;NbrTax;457;Caenis;2;1;Domaine de validité;214;n;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2011-08-16;FU;P1;;;3;RecTax;1598;Vallisneria spiralis;2.6;1;Domaine de validité;243;%;20180130182957-HB-10688;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;2016-09-23;A;B1;;;1;NbrTax;1055;Dugesiidae;14;1;Domaine de validité;0;Unité inconnue;20180228165842-HB-20463;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2019-08-08;;C;;;1;NbrTax;3159;Mermithoidea;1;1;Domaine de validité;214;n;20201029143652-HB-475853;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-06-22;;L1;;;4;BioVolTax;31933;Desmodesmus communis;0.010988;1;Domaine de validité;536;mm3/L;20220823100212-HB-526413;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-09-27;;L1;;;4;BioVolTax;9476;Aulacoseira;0;1;Domaine de validité;536;mm3/L;20220823100214-HB-526419;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2020-08-11;;L1;;;1;NbrTax;7881;Navicula cryptotenella;43;1;Domaine de validité;214;n;20210630105504-HB-490854;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1990-10-30;P1#L#0;pre_id973;;;1;NbrTax;2110;Cyprinus carpio;1;1;Domaine de validité;214;n;Aspe836eta1_1990-10-30_14:00:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112295;LE MORBRAS A SUCY-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;2016-09-23;C;B3;;;1;NbrTax;880;Asellidae;14;1;Domaine de validité;0;Unité inconnue;20180228165842-HB-20463;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2019-07-31;;20190306300001;;;1;NbrTax;8875;Nitzschia dissipata;23;1;Domaine de validité;214;n;20201028101225-HB-474974;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2020-08-11;;L1;;;1;NbrTax;38989;Planothidium rostratoholarcticum;2;1;Domaine de validité;214;n;20210630105503-HB-490853;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2015-07-21;FU;P1;;;3;RecTax;1652;Potamogeton nodosus;2.92553191;1;Domaine de validité;243;%;20180130182957-HB-10690;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2023-08-03;B;B;;;1;NbrTax;313;Ceraclea;4;1;Domaine de validité;214;n;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2006-06-21;GPSL#0;pre_id7042;;;1;NbrTax;2090;Alburnus alburnus;79;1;Domaine de validité;214;n;Aspe1631eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM75.00_PntCEPM0.10_ProfMStaM3.40_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2011-07-11;C;B3;;;1;NbrTax;1087;Bryozoa;1;4;Pres. ou Abs. ou NQ/ND;0;Unité inconnue;20180130180136-HB-6813;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;2016-09-23;B;B2;;;1;NbrTax;801;Simuliidae;3;1;Domaine de validité;0;Unité inconnue;20180228165842-HB-20463;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
