CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdListeFauFlor;LbListeFauFlor;CdTypListeFauFlor;MnTypListeFauFlor;CdTypTaxRep;MnTypTaxRep;CdAppelTaxon;NomLatinAppelTaxon;RsTaxRep;CdRqNbrTaxRep;MnemoRqNbrTaxRep;CdUniteMesure;SymUniteMesure;RefOperationPrelBio;CdProducteur;NomProducteur;CD_NOM;CD_REF;CD_SUP;CD_TYPE_STATUT;LB_TYPE_STATUT;REGROUPEMENT_TYPE;CODE_STATUT;LABEL_STATUT;CD_SIG;LB_AUTEUR;REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;GROUP1_INPN;GROUP2_INPN
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2020-08-27;A;A;;;1;NbrTax;4324;mysidae;3;1;Domaine de validité;214;n;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2010-08-04;A;B1;;;1;NbrTax;933;oligochaeta;208;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7460;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-09-25;Camp2024-09-25;L1;;;4;BioVolTax;9462;cymatopleura elliptica;0.00478;1;Domaine de validité;536;mm3/L;20250618165003-HB-600989;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2016-07-21;B;B2;;;1;NbrTax;1043;pisidium;9;1;Domaine de validité;0;Unité inconnue;20180228165842-HB-20485;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;13;Macroinvertébrés aquatiques;2021-06-15;B;B;;;1;NbrTax;1054;tricladida;1;1;Domaine de validité;214;n;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2012-08-07;B;B2;;;1;NbrTax;1090;porifera;1;4;Pres. ou Abs. ou NQ/ND;0;Unité inconnue;20180130180353-HB-7458;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2017-08-16;C';B4;;;1;NbrTax;933;oligochaeta;407;1;Domaine de validité;0;Unité inconnue;20190205185848-HB-30584;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2022-06-16;B;B;;;1;NbrTax;305;lepidostoma;1;1;Domaine de validité;214;n;20230704161837-HB-550177;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2022-08-08;GPSL#0;pre_id96399;;;1;NbrTax;2090;alburnus alburnus;32;1;Domaine de validité;214;n;Aspe88853eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM127.0_PntCEPM0.1_ProfMStaM3.21_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67111;67111;188935;LRN;Liste rouge nationale;Liste rouge;LC;Préoccupation mineure;TERFXFR;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3112373;LA MARNE A CRETEIL 2;005;4;Poissons;1991-10-09;P1#L#0;pre_id585;;;1;NbrTax;31041;squalius cephalus;11;1;Domaine de validité;214;n;Aspe848eta1_1991-10-09_10:45:00_03112373;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67310;67310;200261;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;INSEER84;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2024-06-17;;L1;;;1;NbrTax;32463;karayevia clevei;6;1;Domaine de validité;214;n;20250619164105-HB-601321;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2014-08-28;GPSL#0;pre_id12583;;;1;NbrTax;2090;alburnus alburnus;9;1;Domaine de validité;214;n;Aspe4870eta1_2014-08-28_14:40:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67111;67111;188935;LRN;Liste rouge nationale;Liste rouge;LC;Préoccupation mineure;TERFXFR;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1999-04-14;A3#L#0;pre_id4783;;;1;NbrTax;5208;carassius auratus auratus;4;1;Domaine de validité;214;n;Aspe939eta1_1999-04-14_14:00:00_03079622;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);;;;;;;;;;;;;;;;;
3063650;LA SEINE A ORLY 1;003;13;Macroinvertébrés aquatiques;2010-08-05;A;B1;;;1;NbrTax;1043;pisidium;5;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6669;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2022-06-16;;L1;;;1;NbrTax;11432;cymbella affinis var. affinis;8;1;Domaine de validité;214;n;20230703214652-HB-549802;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2011-09-07;B;B2;;;1;NbrTax;1046;dreissena;288;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6663;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2010-07-21;A;B1;;;1;NbrTax;312;mystacides;3;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6797;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-10-21;Camp2024-10-21;L1;;;4;BioVolTax;9034;nitzschia sociabilis;0.00073;1;Domaine de validité;536;mm3/L;20250618165004-HB-600991;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1997-09-09;A6#L#0;pre_id4648;;;1;NbrTax;2090;alburnus alburnus;11;1;Domaine de validité;214;n;Aspe916eta1_1997-09-09_10:30:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67111;67111;188935;LRN;Liste rouge nationale;Liste rouge;LC;Préoccupation mineure;TERFXFR;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2011-08-18;;L1;;;1;NbrTax;7111;amphora ovalis;3;1;Domaine de validité;214;n;20180201135901-HB-14497;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2010-06-30;GPSL#0;pre_id7374;;;1;NbrTax;2038;anguilla anguilla;35;1;Domaine de validité;214;n;Aspe2122eta2_SurfEchMc1250.0_SBVDKmc12731.7_DSrcKm500.0_LarMEauM60.0_PntCEPM0.1_ProfMStaM2.83_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);66832;66832;970642;LRR;Liste rouge régionale;Liste rouge;VU;Vulnérable;INSEER24;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2017-08-17;C';B4;;;1;NbrTax;856;sisyra;3;1;Domaine de validité;0;Unité inconnue;20190205185832-HB-30569;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2013-06-20;;L1;;;1;NbrTax;8483;surirella angusta;3;1;Domaine de validité;214;n;20180201135901-HB-14499;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2011-07-11;C;B3;;;1;NbrTax;224;cyrnus;4;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7461;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2019-08-09;B;B;;;1;NbrTax;807;chironomidae;48;1;Domaine de validité;214;n;20201029143653-HB-475858;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2014-08-13;;L1;;;1;NbrTax;9034;nitzschia sociabilis;1;1;Domaine de validité;214;n;20180201135901-HB-14500;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2011-09-07;A;B1;;;1;NbrTax;658;coenagrionidae;8;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6663;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1998-05-28;A1#L#0;pre_id4761;;;1;NbrTax;2086;abramis brama;14;1;Domaine de validité;214;n;Aspe935eta1_1998-05-28_10:00:00_03112430;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67074;67074;188673;LRE;Liste rouge européenne;Liste rouge;LC;Préoccupation mineure;EUROPE;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2019-08-08;B;B;;;1;NbrTax;313;ceraclea;14;1;Domaine de validité;214;n;20201029143652-HB-475853;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2010-08-12;;L1;;;1;NbrTax;8719;melosira varians;12;1;Domaine de validité;214;n;20180201135901-HB-14496;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2023-08-03;A;A;;;1;NbrTax;1061;planariidae;2;1;Domaine de validité;214;n;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2014-08-19;A;B1;;;1;NbrTax;312;mystacides;12;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6800;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1997-09-09;A5#L#0;pre_id4647;;;1;NbrTax;2133;rutilus rutilus;65;1;Domaine de validité;214;n;Aspe916eta1_1997-09-09_10:30:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67422;67422;197298;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;2009-06-17;GPSL#0;pre_id7304;;;1;NbrTax;2104;chondrostoma nasus;3;1;Domaine de validité;214;n;Aspe2020eta2_2009-06-17_15:00:00_03112348;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67220;67220;190755;LRM;Liste rouge mondiale;Liste rouge;NT;Quasi menacé;WORLD;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3063650;LA SEINE A ORLY 1;004;10;Diatomées benthiques;2022-06-29;;L1;;;1;NbrTax;7078;achnanthidium straubianum;8;1;Domaine de validité;214;n;20230703214651-HB-549801;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1999-04-28;A7#L#0;pre_id4832;;;1;NbrTax;2038;anguilla anguilla;3;1;Domaine de validité;214;n;Aspe946eta1_1999-04-28_14:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);66832;66832;970642;LRR;Liste rouge régionale;Liste rouge;VU;Vulnérable;INSEER24;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2015-06-24;;L1;;;1;NbrTax;7111;amphora ovalis;5;1;Domaine de validité;214;n;20180201135845-HB-13631;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1996-09-11;A2#L#0;pre_id78590;;;1;NbrTax;68137;faxonius limosus;3;1;Domaine de validité;214;n;Aspe45571eta1_1996-09-11_14:45:00_03112430;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);853999;853999;853998;REGLII;Interdiction d'introduction;Réglementation;GFEAJ;Régulation de l'introduction et de la propagation des espèces animales exotiques envahissantes sur le territoire de la Guyane : Annexe 1;TER973;(Rafinesque, 1817);Animalia;Arthropoda;Malacostraca;Decapoda;Cambaridae;Arthropodes;Crustacés
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2022-08-23;GPSL#0;pre_id96407;;;1;NbrTax;2238;silurus glanis;2;1;Domaine de validité;214;n;Aspe88860eta2_SurfEchMc1250.0_SBVDKmc12684.7_DSrcKm493.0_LarMEauM76.5_PntCEPM0.1_ProfMStaM2.81_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67585;67585;197663;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Siluriformes;Siluridae;Chordés;Poissons
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2011-07-11;A;B1;;;1;NbrTax;1028;ancylus;20;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7461;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-05-14;Camp2024-05-14;L1;;;4;BioVolTax;31930;desmodesmus armatus;0.00341;1;Domaine de validité;536;mm3/L;20250618164958-HB-600981;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2024-06-17;;L1;;;1;NbrTax;7226;cocconeis pediculus;1;1;Domaine de validité;214;n;20250619164105-HB-601321;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2018-07-17;;L1;;;1;NbrTax;8483;surirella angusta;1;1;Domaine de validité;214;n;20190624122931-HB-360066;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2017-08-24;GPCL#0;pre_id12632;;;1;NbrTax;2104;chondrostoma nasus;1;1;Domaine de validité;214;n;Aspe4851eta1_2017-08-24_08:45:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67220;67220;190755;LRM;Liste rouge mondiale;Liste rouge;NT;Quasi menacé;WORLD;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2022-08-04;;L1;;;1;NbrTax;8840;nitzschia bergii;6;1;Domaine de validité;214;n;20230703214632-HB-549788;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2016-07-21;;L1;;;1;NbrTax;13281;eolimna subminuscula;4;1;Domaine de validité;214;n;20180228165207-HB-19738;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2014-08-19;;L1;;;1;NbrTax;9014;nitzschia pusilla;2;1;Domaine de validité;214;n;20180201135947-HB-16470;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2017-08-16;;L1;;;1;NbrTax;7111;amphora ovalis;1;1;Domaine de validité;214;n;20190205185922-HB-30637;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2024-06-18;B;B;;;1;NbrTax;722;naucoridae;2;1;Domaine de validité;214;n;20250619155223-HB-601173;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1997-09-09;A7#L#0;pre_id4649;;;1;NbrTax;2133;rutilus rutilus;138;1;Domaine de validité;214;n;Aspe916eta1_1997-09-09_10:30:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67422;67422;197298;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2009-07-07;P1#L#0;pre_id1461;;;1;NbrTax;2050;lepomis gibbosus;9;1;Domaine de validité;214;n;Aspe2072eta2_SurfEchMc625.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.00_PntCEPM2.90_ProfMStaM0.68_AltM59_TAir1C4.1_TAir7C19.8;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);69338;69338;193985;LRR;Liste rouge régionale;Liste rouge;;Non applicable;INSEER74;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Perciformes;Centrarchidae;Chordés;Poissons
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2019-07-17;A;A;;;1;NbrTax;1028;ancylus;8;1;Domaine de validité;214;n;20201029143648-HB-475813;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2017-08-16;A;B1;;;1;NbrTax;1030;ferrissia;60;1;Domaine de validité;0;Unité inconnue;20190205185848-HB-30584;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2010-07-21;A;B1;;;1;NbrTax;1055;dugesiidae;73;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6797;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2012-08-02;C;B3;;;1;NbrTax;807;chironomidae;101;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6798;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2010-07-21;C;B3;;;1;NbrTax;364;baetis;2;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6797;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2020-08-27;C;C;;;1;NbrTax;200;hydroptila;14;1;Domaine de validité;214;n;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2021-09-02;;L1;;;1;NbrTax;8599;cyclostephanos dubius;4;1;Domaine de validité;214;n;20220818101728-HB-524939;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2018-07-19;B;B;;;1;NbrTax;1043;pisidium;4;1;Domaine de validité;214;n;20190328112646-HB-346775;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2000-04-17;A2#L#0;pre_id4891;;;1;NbrTax;31041;squalius cephalus;1;1;Domaine de validité;214;n;Aspe956eta1_2000-04-17_14:00:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67310;67310;200261;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;INSEER84;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2010-08-04;C;B3;;;1;NbrTax;856;sisyra;6;1;Domaine de validité;0;Unité inconnue;20180130180136-HB-6812;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;2001-06-22;A2#L#0;pre_id4966;;;1;NbrTax;2090;alburnus alburnus;2;1;Domaine de validité;214;n;Aspe969eta1_2001-06-22_14:00:00_03112430;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67111;67111;188935;LRN;Liste rouge nationale;Liste rouge;LC;Préoccupation mineure;TERFXFR;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3063650;LA SEINE A ORLY 1;004;10;Diatomées benthiques;2010-08-12;;L1;;;1;NbrTax;7803;navicula antonii;2;1;Domaine de validité;214;n;20180201135917-HB-15200;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2009-06-16;GPSL#0;pre_id7296;;;1;NbrTax;31041;squalius cephalus;27;1;Domaine de validité;214;n;Aspe1996eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67310;67310;200261;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;INSEER84;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2012-08-07;A;B1;;;1;NbrTax;245;tinodes;4;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6665;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1996-09-12;A3#L#0;pre_id78561;;;1;NbrTax;2133;rutilus rutilus;2;1;Domaine de validité;214;n;Aspe45566eta1_1996-09-12_10:30:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67422;67422;197298;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
